,season,week,awayteam,hometeam,awayscore,homescore,idgame,score_abs,winner_home,winner_away,winner_team,concat,home_coach,away_coach,location_x,weather_type,temperature,humidity,wind,game_date,team,delta_match,pass_yds_MA_5,pass_td_MA_5,rush_yds_MA_5,rush_td_MA_5,rec_yds_MA_5,rec_td_MA_5,fumbles_MA_5,fumbles_rec_MA_5,defense_sacks_MA_5,defense_td_MA_5,interceptions_MA_5,interceptions_td_MA_5,kicks_return_yds_MA_5,kicks_return_td_MA_5,punt_return_yds_MA_5,kicking_pct_MA_5,date,stade,location_y,attendance,capacity,people,attendance_info,month,dayofmonth,dayofweek,hour,minute,win_streak,lose_streak
1004,2018,12,Seahawks,Panthers,30,27,401030920,-3,0,1,Seahawks,2018_12_Panthers_Seahawks,Ron Rivera,Pete Carroll,Home,cloudy,57,63,1,2018-11-25 18:00:00+00:00,Panthers,7 days 00:00:00,259.6,2.2,121.0,1.6,259.6,2.2,0.8,0.4,2.0,0.0,0.8,0.0,44.8,0.0,8.8,20.0,2018-11-25 18:00:00+00:00,Bank of America Stadium,"Charlotte, NC",74002.0,73778,100.0,1,11,25,6,18,0,0.0,3.0
1008,2018,11,Raiders,Cardinals,23,21,401030970,-2,0,1,Raiders,2018_11_Cardinals_Raiders,Steve Wilks,Jon Gruden,Home,sunny,72,20,3,2018-11-18 21:05:00+00:00,Cardinals,7 days 03:05:00,212.8,1.0,73.4,0.8,212.8,1.0,1.4,0.8,3.8,0.4,0.8,0.0,45.2,0.0,8.4,60.0,2018-11-18 21:05:00+00:00,State Farm Stadium,"Glendale, AZ",62435.0,65000,96.0,1,11,18,6,21,5,0.0,4.0
1012,2018,12,Giants,Eagles,22,25,401030914,3,1,0,Eagles,2018_12_Eagles_Giants,Doug Pederson,Pat Shurmur,Home,sunny,56,58,10,2018-11-25 18:00:00+00:00,Eagles,6 days 20:35:00,278.0,2.0,85.6,0.4,278.0,2.0,1.4,0.2,2.8,0.0,0.2,0.0,68.4,0.0,14.0,63.34000000000001,2018-11-25 18:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69696.0,69879,100.0,1,11,25,6,18,0,1.0,0.0
1016,2018,12,Bears,Lions,23,16,401030905,-7,0,1,Bears,2018_12_Lions_Bears,Matt Patricia,Matt Nagy,Home,cloudy,68,70,5,2018-11-22 17:30:00+00:00,Bears,3 days 16:10:00,241.6,1.8,115.8,1.4,241.6,1.8,0.8,1.0,2.8,0.6,1.6,0.4,35.2,0.0,26.0,70.0,2018-11-22 17:30:00+00:00,Ford Field,"Detroit, MI",65684.0,64500,100.0,1,11,22,3,17,30,4.0,0.0
1020,2018,12,Washington,Cowboys,23,31,401030925,8,1,0,Cowboys,2018_12_Cowboys_Washington,Jason Garrett,Jay Gruden,Home,cloudy,68,70,5,2018-11-22 21:30:00+00:00,Cowboys,4 days 03:30:00,235.4,1.2,130.8,1.4,235.4,1.2,1.8,0.6,2.6,0.0,0.6,0.0,9.8,0.0,5.4,63.34,2018-11-22 21:30:00+00:00,AT&T Stadium,"Arlington, TX",92076.0,100000,92.0,1,11,22,3,21,30,3.0,0.0
1022,2018,12,Falcons,Saints,17,31,401030923,14,1,0,Saints,2018_12_Saints_Falcons,Sean Payton,Dan Quinn,Home,indoor,53,72,5,2018-11-23 01:20:00+00:00,Falcons,4 days 07:20:00,341.0,2.2,88.4,0.6,341.0,2.2,1.4,0.0,2.2,0.0,0.8,0.0,23.0,0.0,7.8,100.0,2018-11-23 01:20:00+00:00,Caesars Superdome,"New Orleans, LA",73017.0,73000,100.0,1,11,23,4,1,20,0.0,3.0
1026,2018,11,Packers,Seahawks,24,27,401030878,3,1,0,Seahawks,2018_11_Seahawks_Packers,Pete Carroll,Mike McCarthy,Home,cloudy,54,69,6,2018-11-16 01:20:00+00:00,Packers,4 days 03:55:00,322.2,2.0,126.4,1.0,322.2,2.0,1.4,0.6,3.6,0.0,0.4,0.0,43.0,0.0,8.0,84.0,2018-11-16 01:20:00+00:00,Lumen Field,"Seattle, WA",69007.0,68740,100.0,1,11,16,4,1,20,0.0,1.0
1030,2018,11,Cowboys,Falcons,22,19,401030929,-3,0,1,Cowboys,2018_11_Falcons_Cowboys,Dan Quinn,Jason Garrett,Home,sunny,59,57,1,2018-11-18 18:00:00+00:00,Cowboys,6 days 16:40:00,235.4,1.4,124.0,1.0,235.4,1.4,1.6,0.8,2.2,0.0,0.6,0.0,9.8,0.0,9.8,63.34,2018-11-18 18:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",74447.0,75000,99.0,1,11,18,6,18,0,2.0,0.0
1034,2018,11,Panthers,Lions,19,20,401030910,1,1,0,Lions,2018_11_Lions_Panthers,Matt Patricia,Ron Rivera,Home,cloudy,69,70,5,2018-11-18 18:00:00+00:00,Lions,7 days 00:00:00,236.6,1.6,103.6,0.8,236.6,1.6,1.6,0.8,2.4,0.0,0.2,0.0,45.2,0.0,6.8,70.0,2018-11-18 18:00:00+00:00,Ford Field,"Detroit, MI",61999.0,64500,96.0,1,11,18,6,18,0,1.0,0.0
1038,2018,11,Titans,Colts,10,38,401030922,28,1,0,Colts,2018_11_Colts_Titans,Frank Reich,Mike Vrabel,Home,cloudy,42,81,7,2018-11-18 18:00:00+00:00,Colts,7 days 00:00:00,269.2,3.4,146.8,0.8,269.2,3.4,0.6,1.0,0.8,0.0,1.2,0.0,17.8,0.0,10.8,70.0,2018-11-18 18:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",57401.0,63000,91.0,1,11,18,6,18,0,3.0,0.0
1042,2018,11,Buccaneers,Giants,35,38,401030952,3,1,0,Giants,2018_11_Giants_Buccaneers,Pat Shurmur,Dirk Koetter,Home,cloudy,42,54,1,2018-11-18 18:00:00+00:00,Buccaneers,7 days 00:00:00,375.8,2.2,109.2,0.8,375.8,2.2,2.4,0.2,2.6,0.0,0.0,0.0,13.0,0.0,13.2,60.0,2018-11-18 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",75863.0,82500,92.0,1,11,18,6,18,0,0.0,3.0
1046,2018,11,Texans,Washington,23,21,401030966,-2,0,1,Texans,2018_11_Washington_Texans,Jay Gruden,Bill O'Brien,Home,cloudy,48,56,6,2018-11-18 18:00:00+00:00,Texans,13 days 20:55:00,228.6,2.0,117.8,0.4,228.6,2.0,1.4,0.8,2.4,0.2,1.2,0.2,0.0,0.0,13.0,76.0,2018-11-18 18:00:00+00:00,FedExField,"Landover, MD",61593.0,67617,91.0,1,11,18,6,18,0,0.0,1.0
1048,2018,12,Jaguars,Bills,21,24,401030919,3,1,0,Bills,2018_12_Bills_Jaguars,Sean McDermott,Doug Marrone,Home,cloudy,44,79,12,2018-11-25 18:00:00+00:00,Bills,14 days 00:00:00,213.6,0.6,118.2,0.6,213.6,0.6,1.8,0.2,2.6,0.0,1.0,0.0,37.4,0.0,22.6,100.0,2018-11-25 18:00:00+00:00,Highmark Stadium,"Orchard Park, NY",57799.0,71621,81.0,1,11,25,6,18,0,2.0,0.0
1052,2018,11,Steelers,Jaguars,20,16,401030971,-4,0,1,Steelers,2018_11_Jaguars_Steelers,Doug Marrone,Mike Tomlin,Home,sunny,73,60,8,2018-11-18 18:00:00+00:00,Jaguars,7 days 00:00:00,281.2,1.2,79.4,0.4,281.2,1.2,1.6,0.2,1.8,0.0,0.8,0.0,40.6,0.0,11.4,33.34,2018-11-18 18:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",67683.0,67858,100.0,1,11,18,6,18,0,0.0,5.0
1056,2018,11,Bengals,Ravens,21,24,401030894,3,1,0,Ravens,2018_11_Ravens_Bengals,John Harbaugh,Marvin Lewis,Home,cloudy,48,58,8,2018-11-18 18:00:00+00:00,Bengals,7 days 00:00:00,228.4,1.4,95.6,0.8,228.4,1.4,0.4,0.2,2.2,0.6,1.4,0.4,65.0,0.0,10.8,53.34,2018-11-18 18:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70077.0,70745,99.0,1,11,18,6,18,0,0.0,4.0
1060,2018,11,Broncos,Chargers,23,22,401030969,-1,0,1,Broncos,2018_11_Chargers_Broncos,Anthony Lynn,Vance Joseph,Home,cloudy,69,67,4,2018-11-18 21:05:00+00:00,Broncos,14 days 00:00:00,288.0,1.8,109.4,0.8,288.0,1.8,1.4,0.6,3.6,0.4,1.2,0.4,36.4,0.0,10.8,76.66,2018-11-18 21:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25462.0,27000,94.0,1,11,18,6,21,5,1.0,0.0
1064,2018,12,49ers,Buccaneers,9,27,401030902,18,1,0,Buccaneers,2018_12_Buccaneers_49ers,Dirk Koetter,Kyle Shanahan,Home,cloudy,77,62,7,2018-11-25 18:00:00+00:00,49ers,12 days 16:45:00,223.4,1.6,131.0,0.6,223.4,1.6,1.6,0.2,3.0,0.0,0.2,0.0,42.2,0.0,13.6,100.0,2018-11-25 18:00:00+00:00,Raymond James Stadium,"Tampa, FL",50436.0,65828,77.0,1,11,25,6,18,0,0.0,2.0
1068,2018,12,Packers,Vikings,17,24,401030908,7,1,0,Vikings,2018_12_Vikings_Packers,Mike Zimmer,Mike McCarthy,Home,indoor,68,70,5,2018-11-26 01:20:00+00:00,Packers,10 days 00:00:00,300.2,1.8,116.4,1.2,300.2,1.8,0.8,0.8,3.6,0.0,0.4,0.0,41.2,0.0,13.8,90.0,2018-11-26 01:20:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66872.0,66468,100.0,1,11,26,0,1,20,0.0,2.0
1072,2018,12,Cardinals,Chargers,10,45,401030912,35,1,0,Chargers,2018_12_Chargers_Cardinals,Anthony Lynn,Steve Wilks,Home,cloudy,74,52,3,2018-11-25 21:05:00+00:00,Cardinals,7 days 00:00:00,206.0,1.4,93.0,0.4,206.0,1.4,1.4,0.2,3.8,0.2,0.4,0.0,51.6,0.0,16.0,60.0,2018-11-25 21:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25343.0,27000,94.0,1,11,25,6,21,5,0.0,5.0
1076,2018,7,Bills,Colts,5,37,401030833,32,1,0,Colts,2018_07_Colts_Bills,Frank Reich,Sean McDermott,Home,sunny,44,56,3,2018-10-21 17:00:00+00:00,Bills,7 days 00:00:00,163.8,0.6,102.8,0.8,163.8,0.6,1.4,1.2,3.4,0.0,1.0,0.0,31.0,0.0,6.8,80.0,2018-10-21 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",56848.0,63000,90.0,1,10,21,6,17,0,0.0,2.0
1080,2018,12,Titans,Texans,17,34,401030762,17,1,0,Texans,2018_12_Texans_Titans,Bill O'Brien,Mike Vrabel,Home,cloudy,51,35,7,2018-11-27 01:15:00+00:00,Texans,8 days 07:15:00,195.2,2.0,128.0,0.4,195.2,2.0,1.4,0.8,3.0,0.4,1.2,0.4,3.6,0.0,10.4,72.0,2018-11-27 01:15:00+00:00,NRG Stadium,"Houston, TX",71826.0,71995,100.0,1,11,27,1,1,15,7.0,0.0
1084,2018,6,49ers,Packers,30,33,401030783,3,1,0,Packers,2018_06_Packers_49ers,Mike McCarthy,Kyle Shanahan,Home,cloudy,37,55,5,2018-10-16 00:15:00+00:00,49ers,8 days 03:50:00,273.0,1.8,136.2,0.6,273.0,1.8,2.6,0.4,1.8,0.2,0.2,0.2,69.8,0.0,7.4,80.0,2018-10-16 00:15:00+00:00,Lambeau Field,"Green Bay, WI",77642.0,81041,96.0,1,10,16,1,0,15,0.0,4.0
1088,2018,6,Chiefs,Patriots,40,43,401030779,3,1,0,Patriots,2018_06_Patriots_Chiefs,Bill Belichick,Andy Reid,Home,cloudy,45,85,5,2018-10-15 00:20:00+00:00,Chiefs,7 days 07:20:00,302.6,2.8,115.6,1.2,302.6,2.8,1.2,0.4,3.0,0.2,1.2,0.2,13.8,0.0,37.4,80.0,2018-10-15 00:20:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,1,10,15,0,0,20,0.0,1.0
1092,2018,6,Ravens,Titans,21,0,401030774,-21,0,1,Ravens,2018_06_Titans_Ravens,Mike Vrabel,John Harbaugh,Home,rain,66,100,4,2018-10-14 20:25:00+00:00,Ravens,7 days 03:25:00,314.8,1.6,94.4,1.2,314.8,1.6,2.0,0.2,3.0,0.0,1.0,0.0,38.2,0.0,25.4,88.34,2018-10-14 20:25:00+00:00,Nissan Stadium,"Nashville, TN",64441.0,69143,93.0,1,10,14,6,20,25,1.0,0.0
1096,2018,6,Jaguars,Cowboys,7,40,401030776,33,1,0,Cowboys,2018_06_Cowboys_Jaguars,Jason Garrett,Doug Marrone,Home,cloudy,68,70,5,2018-10-14 20:25:00+00:00,Cowboys,6 days 20:05:00,192.2,1.0,135.8,0.4,192.2,1.0,1.0,0.6,3.0,0.0,0.2,0.0,19.6,0.0,11.0,80.0,2018-10-14 20:25:00+00:00,AT&T Stadium,"Arlington, TX",90767.0,100000,91.0,1,10,14,6,20,25,1.0,0.0
1100,2018,6,Rams,Broncos,23,20,401030773,-3,0,1,Rams,2018_06_Broncos_Rams,Vance Joseph,Sean McVay,Home,cloudy,25,76,6,2018-10-14 20:05:00+00:00,Broncos,7 days 03:05:00,273.0,1.0,137.0,1.2,273.0,1.0,0.6,0.4,2.2,0.0,0.6,0.0,21.6,0.0,8.8,80.0,2018-10-14 20:05:00+00:00,Empower Field at Mile High,"Denver, CO",76109.0,76125,100.0,1,10,14,6,20,5,0.0,4.0
1104,2018,6,Bills,Texans,13,20,401030748,7,1,0,Texans,2018_06_Texans_Bills,Bill O'Brien,Sean McDermott,Home,cloudy,87,60,9,2018-10-14 17:00:00+00:00,Bills,7 days 00:00:00,154.4,0.4,99.4,0.8,154.4,0.4,1.2,1.2,2.4,0.0,0.6,0.0,55.4,0.0,9.0,70.0,2018-10-14 17:00:00+00:00,NRG Stadium,"Houston, TX",71638.0,71995,100.0,1,10,14,6,17,0,0.0,1.0
1108,2018,6,Panthers,Washington,17,23,401030701,6,1,0,Redskins,2018_06_Washington_Panthers,Jay Gruden,Ron Rivera,Home,cloudy,52,74,0,2018-10-14 17:00:00+00:00,Panthers,7 days 00:00:00,212.6,1.6,140.6,0.8,212.6,1.6,1.2,0.4,2.0,0.0,1.4,0.0,9.0,0.0,17.4,100.0,2018-10-14 17:00:00+00:00,FedExField,"Landover, MD",60482.0,67617,89.0,1,10,14,6,17,0,0.0,1.0
1110,2018,6,Colts,Jets,34,42,401030737,8,1,0,Jets,2018_06_Jets_Colts,Todd Bowles,Frank Reich,Home,cloudy,6,53,7,2018-10-14 17:00:00+00:00,Colts,9 days 16:40:00,298.2,2.4,74.4,0.2,298.2,2.4,1.2,0.6,3.4,0.0,1.0,0.0,31.0,0.0,11.8,65.0,2018-10-14 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",77982.0,82500,95.0,1,10,14,6,17,0,0.0,4.0
1114,2018,6,Cardinals,Vikings,17,27,401030742,10,1,0,Vikings,2018_06_Vikings_Cardinals,Mike Zimmer,Steve Wilks,Home,indoor,68,70,5,2018-10-14 17:00:00+00:00,Cardinals,6 days 20:35:00,157.2,0.8,64.6,0.8,157.2,0.8,1.2,1.0,2.8,0.2,0.8,0.0,20.8,0.0,10.2,6.659999999999999,2018-10-14 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66801.0,66468,100.0,1,10,14,6,17,0,0.0,1.0
1118,2018,6,Bears,Dolphins,28,31,401030771,3,1,0,Dolphins,2018_06_Dolphins_Bears,Adam Gase,Matt Nagy,Home,cloudy,89,67,8,2018-10-14 17:00:00+00:00,Bears,14 days 00:00:00,224.6,1.6,103.2,0.4,224.6,1.6,0.6,0.6,4.0,0.4,1.6,0.4,25.4,0.0,42.6,95.0,2018-10-14 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",65791.0,64767,100.0,1,10,14,6,17,0,0.0,1.0
1122,2018,6,Seahawks,Raiders,27,3,401030706,-24,0,1,Seahawks,2018_06_Raiders_Seahawks,Jon Gruden,Pete Carroll,Neutral,cloudy,52,93,10,2018-10-14 17:00:00+00:00,Raiders,6 days 20:55:00,328.2,1.4,95.2,0.6,328.2,1.4,0.4,0.4,1.2,0.2,0.6,0.2,16.6,0.0,25.6,82.0,2018-10-14 17:00:00+00:00,Wembley Stadium,London,84922.0,86000,99.0,1,10,14,6,17,0,0.0,2.0
1126,2018,6,Chargers,Browns,38,14,401030746,-24,0,1,Chargers,2018_06_Browns_Chargers,Hue Jackson,Anthony Lynn,Home,sunny,51,61,9,2018-10-14 17:00:00+00:00,Browns,7 days 00:00:00,283.4,1.2,129.6,1.4,283.4,1.2,2.0,1.0,2.6,0.0,1.2,0.0,58.2,0.0,10.2,83.34,2018-10-14 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,1,10,14,6,17,0,0.0,1.0
1130,2018,12,Raiders,Ravens,17,34,401030916,17,1,0,Ravens,2018_12_Ravens_Raiders,John Harbaugh,Jon Gruden,Home,cloudy,6,54,7,2018-11-25 18:00:00+00:00,Raiders,6 days 20:55:00,200.0,1.0,110.0,0.2,200.0,1.0,2.0,0.0,0.6,0.0,0.8,0.0,45.6,0.0,7.6,60.0,2018-11-25 18:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70035.0,70745,99.0,1,11,25,6,18,0,0.0,1.0
1134,2018,6,Steelers,Bengals,28,21,401030743,-7,0,1,Steelers,2018_06_Bengals_Steelers,Marvin Lewis,Mike Tomlin,Home,cloudy,51,93,6,2018-10-14 17:00:00+00:00,Bengals,7 days 00:00:00,289.0,2.4,95.4,0.8,289.0,2.4,0.6,0.6,2.6,0.6,1.0,0.2,36.0,0.0,12.8,73.34,2018-10-14 17:00:00+00:00,Paycor Stadium,"Cincinnati, OH",60594.0,65515,92.0,1,10,14,6,17,0,0.0,1.0
1138,2018,6,Eagles,Giants,34,13,401030692,-21,0,1,Eagles,2018_06_Giants_Eagles,Pat Shurmur,Doug Pederson,Home,rain,7,98,3,2018-10-12 00:20:00+00:00,Eagles,4 days 03:55:00,276.0,1.2,110.8,1.0,277.0,1.2,2.6,0.4,2.4,0.0,0.6,0.0,32.4,0.0,17.6,73.34,2018-10-12 00:20:00+00:00,MetLife Stadium,"East Rutherford, NJ",77167.0,82500,94.0,1,10,12,4,0,20,1.0,0.0
1142,2018,15,Cowboys,Colts,0,23,401030927,23,1,0,Colts,2018_15_Colts_Cowboys,Frank Reich,Jason Garrett,Home,sunny,46,80,5,2018-12-16 18:00:00+00:00,Colts,7 days 00:00:00,314.8,2.2,78.4,0.8,314.8,2.2,1.2,0.6,2.8,0.0,0.4,0.0,7.2,0.0,29.0,53.34,2018-12-16 18:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",66654.0,63000,100.0,1,12,16,6,18,0,2.0,0.0
1146,2018,15,Dolphins,Vikings,17,41,401030918,24,1,0,Vikings,2018_15_Vikings_Dolphins,Mike Zimmer,Adam Gase,Home,indoor,68,70,5,2018-12-16 18:00:00+00:00,Dolphins,7 days 00:00:00,191.6,1.6,111.4,0.6,191.6,1.6,1.2,0.6,2.2,0.2,1.6,0.2,34.2,0.0,11.8,60.0,2018-12-16 18:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66841.0,66468,100.0,1,12,16,6,18,0,0.0,1.0
1150,2018,15,Titans,Giants,17,0,401030915,-17,0,1,Titans,2018_15_Giants_Titans,Pat Shurmur,Mike Vrabel,Home,rain,4,95,6,2018-12-16 18:00:00+00:00,Giants,7 days 00:00:00,226.4,2.2,150.8,0.8,226.4,2.2,0.6,0.2,2.8,0.6,2.2,0.6,79.8,0.0,24.8,100.0,2018-12-16 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",74538.0,82500,90.0,1,12,16,6,18,0,0.0,1.0
1154,2018,15,Washington,Jaguars,16,13,401030924,-3,0,1,Redskins,2018_15_Jaguars_Washington,Doug Marrone,Jay Gruden,Home,cloudy,64,58,12,2018-12-16 18:00:00+00:00,Jaguars,9 days 16:40:00,189.0,0.8,127.0,0.8,189.0,0.8,1.2,0.2,1.2,0.0,1.2,0.0,49.0,0.0,15.6,53.34,2018-12-16 18:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",67577.0,67858,100.0,1,12,16,6,18,0,0.0,2.0
1156,2018,15,Buccaneers,Ravens,12,20,401030898,8,1,0,Ravens,2018_15_Ravens_Buccaneers,John Harbaugh,Dirk Koetter,Home,cloudy,68,43,5,2018-12-16 18:00:00+00:00,Buccaneers,7 days 00:00:00,309.2,1.6,112.4,0.8,309.2,1.6,1.6,0.2,3.2,0.0,1.4,0.0,36.2,0.0,6.8,46.66,2018-12-16 18:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70031.0,70745,99.0,1,12,16,6,18,0,0.0,2.0
1160,2018,15,Seahawks,49ers,23,26,401030950,3,1,0,49ers,2018_15_49ers_Seahawks,Kyle Shanahan,Pete Carroll,Home,cloudy,61,68,11,2018-12-16 21:05:00+00:00,49ers,7 days 00:00:00,295.8,1.8,113.0,0.4,295.8,1.8,1.6,0.0,2.8,0.0,0.0,0.0,39.8,0.0,15.0,100.0,2018-12-16 21:05:00+00:00,Levi's Stadium,"Santa Clara, CA",68836.0,68500,100.0,1,12,16,6,21,5,2.0,0.0
1164,2018,15,Patriots,Steelers,10,17,401030956,7,1,0,Steelers,2018_15_Steelers_Patriots,Mike Tomlin,Bill Belichick,Home,cloudy,42,90,5,2018-12-16 21:25:00+00:00,Patriots,7 days 03:25:00,310.0,1.4,123.0,1.6,310.0,1.4,0.0,0.2,2.4,0.0,0.6,0.0,47.6,0.0,13.2,73.34,2018-12-16 21:25:00+00:00,Acrisure Stadium,"Pittsburgh, PA",65280.0,68400,95.0,1,12,16,6,21,25,0.0,2.0
1168,2018,7,Broncos,Cardinals,45,10,401030800,-35,0,1,Broncos,2018_07_Cardinals_Broncos,Steve Wilks,Vance Joseph,Home,cloudy,82,27,6,2018-10-19 00:20:00+00:00,Broncos,4 days 04:15:00,271.6,0.8,119.8,1.2,271.6,0.8,0.8,0.2,2.0,0.0,0.4,0.0,31.2,0.0,7.0,80.0,2018-10-19 00:20:00+00:00,State Farm Stadium,"Glendale, AZ",62359.0,65000,96.0,1,10,19,4,0,20,1.0,0.0
1172,2018,15,Eagles,Rams,30,23,401030961,-7,0,1,Eagles,2018_15_Rams_Eagles,Sean McVay,Doug Pederson,Home,cloudy,6,79,5,2018-12-17 01:20:00+00:00,Eagles,7 days 03:55:00,257.2,1.6,84.0,0.6,257.2,1.6,1.0,0.2,2.4,0.0,0.8,0.0,63.2,0.0,8.2,80.0,2018-12-17 01:20:00+00:00,Los Angeles Memorial Coliseum,"Los Angeles, CA",74210.0,77500,96.0,1,12,17,0,1,20,1.0,0.0
1176,2018,15,Saints,Panthers,12,9,401030967,-3,0,1,Saints,2018_15_Panthers_Saints,Ron Rivera,Sean Payton,Home,cloudy,48,45,3,2018-12-18 01:15:00+00:00,Panthers,8 days 07:15:00,280.8,1.8,127.0,0.8,280.8,1.8,1.6,0.6,1.8,0.0,0.0,0.0,60.2,0.0,6.0,53.34,2018-12-18 01:15:00+00:00,Bank of America Stadium,"Charlotte, NC",74188.0,73778,100.0,1,12,18,1,1,15,0.0,6.0
1180,2018,12,Browns,Bengals,35,20,401030921,-15,0,1,Browns,2018_12_Bengals_Browns,Marvin Lewis,Gregg Williams,Home,cloudy,44,100,4,2018-11-25 18:00:00+00:00,Bengals,7 days 00:00:00,221.0,1.6,84.6,1.0,221.0,1.6,0.4,0.0,2.2,0.2,1.2,0.2,72.0,0.0,16.2,40.0,2018-11-25 18:00:00+00:00,Paycor Stadium,"Cincinnati, OH",56122.0,65515,86.0,1,11,25,6,18,0,0.0,5.0
1184,2018,12,Dolphins,Colts,24,27,401030906,3,1,0,Colts,2018_12_Colts_Dolphins,Frank Reich,Adam Gase,Home,cloudy,57,74,11,2018-11-25 21:25:00+00:00,Colts,7 days 03:25:00,255.2,3.4,150.4,1.2,255.2,3.4,0.8,1.0,1.8,0.0,1.2,0.0,18.6,0.0,16.2,80.0,2018-11-25 21:25:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",57069.0,63000,91.0,1,11,25,6,21,25,4.0,0.0
1188,2018,12,Steelers,Broncos,17,24,401030911,7,1,0,Broncos,2018_12_Broncos_Steelers,Vance Joseph,Mike Tomlin,Home,sunny,41,26,7,2018-11-25 21:25:00+00:00,Broncos,7 days 00:20:00,256.0,1.4,112.6,1.4,256.0,1.4,1.0,0.4,4.0,0.4,1.4,0.4,43.8,0.0,10.6,76.66,2018-11-25 21:25:00+00:00,Empower Field at Mile High,"Denver, CO",76536.0,76125,100.0,1,11,25,6,21,25,2.0,0.0
1192,2018,6,Buccaneers,Falcons,29,34,401030695,5,1,0,Falcons,2018_06_Falcons_Buccaneers,Dan Quinn,Dirk Koetter,Home,cloudy,68,70,5,2018-10-14 17:00:00+00:00,Buccaneers,14 days 00:00:00,372.8,2.6,77.6,0.6,372.8,2.6,1.0,1.0,2.0,0.2,0.2,0.0,34.2,0.0,10.0,73.34,2018-10-14 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",72665.0,75000,97.0,1,10,14,6,17,0,0.0,3.0
1196,2018,7,Lions,Dolphins,32,21,401030830,-11,0,1,Lions,2018_07_Dolphins_Lions,Adam Gase,Matt Patricia,Home,cloudy,89,51,8,2018-10-21 17:00:00+00:00,Dolphins,7 days 00:00:00,241.8,2.2,104.2,0.2,241.8,2.2,1.2,0.6,2.0,0.0,1.6,0.0,53.8,0.0,31.2,40.0,2018-10-21 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",65265.0,64767,100.0,1,10,21,6,17,0,0.0,1.0
1200,2018,8,Seahawks,Lions,28,14,401030740,-14,0,1,Seahawks,2018_08_Lions_Seahawks,Matt Patricia,Pete Carroll,Home,cloudy,68,70,5,2018-10-28 17:00:00+00:00,Lions,7 days 00:00:00,263.2,2.2,139.0,0.8,263.2,2.2,0.8,0.6,3.8,0.0,0.2,0.0,39.4,0.0,10.8,90.0,2018-10-28 17:00:00+00:00,Ford Field,"Detroit, MI",65237.0,64500,100.0,1,10,28,6,17,0,,
1202,2018,7,Panthers,Eagles,21,17,401030807,-4,0,1,Panthers,2018_07_Eagles_Panthers,Doug Pederson,Ron Rivera,Home,sunny,49,41,19,2018-10-21 17:00:00+00:00,Eagles,9 days 16:40:00,305.2,1.8,109.8,0.8,306.2,1.8,2.8,0.4,2.4,0.0,0.6,0.0,30.6,0.0,21.2,66.67999999999999,2018-10-21 17:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69696.0,69879,100.0,1,10,21,6,17,0,0.0,1.0
1206,2018,10,Washington,Buccaneers,16,3,401030828,-13,0,1,Redskins,2018_10_Buccaneers_Washington,Dirk Koetter,Jay Gruden,Home,cloudy,82,59,3,2018-11-11 18:00:00+00:00,Buccaneers,7 days 00:00:00,348.8,2.4,100.6,0.8,348.8,2.4,1.8,0.2,2.2,0.0,0.0,0.0,17.2,0.0,12.0,73.34,2018-11-11 18:00:00+00:00,Raymond James Stadium,"Tampa, FL",52667.0,65828,80.0,1,11,11,6,18,0,0.0,2.0
1208,2018,10,Chargers,Raiders,20,6,401030859,-14,0,1,Chargers,2018_10_Raiders_Chargers,Jon Gruden,Anthony Lynn,Home,cloudy,69,15,16,2018-11-11 21:05:00+00:00,Chargers,7 days 00:00:00,267.6,2.2,131.6,1.0,267.6,2.2,0.6,0.2,3.0,0.2,1.4,0.2,33.0,0.0,36.8,68.34,2018-11-11 21:05:00+00:00,Oakland Coliseum,"Oakland, CA",54750.0,55997,98.0,1,11,11,6,21,5,6.0,0.0
